"id","timestamp","aud_cad","eur_usd","aud_jpy","nzd_usd","aud_usd","usd_jpy","usd_cad","usd_chf","eur_gbp","eur_jpy","eur_cad","gbp_jpy","eur_aud","aud_chf","eur_chf","chf_jpy","eur_nzd","gbp_aud","cad_chf","usd_pln","eur_pln","usd_mxn","eur_mxn","gbp_chf","aud_nzd","cad_jpy"
52,"2024-06-17 07:03:05","0.90683344","1.06974182","103.80805516","0.61151420","0.65981515","157.32899700","1.37437500","0.89088000","0.84422955","168.30140725","1.47022641","199.35503111","1.62127503","0.58781612","0.95301159","176.59953866","1.74933275","1.92041967","0.64820737","4.08503000","4.36992742","18.46757000","19.75553190","1.12885363","1.07898581","114.47312196"
53,"2024-06-17 07:04:03","0.90686273","1.06974754","103.82079732","0.61162641","0.65993489","157.31975800","1.37417000","0.89094000","0.84416988","168.29242405","1.47001498","199.35848086","1.62098952","0.58796239","0.95308087","176.57727569","1.74902118","1.92021720","0.64834773","4.08572700","4.37069641","18.46652500","19.75451968","1.12901550","1.07898365","114.48347584"
54,"2024-06-17 07:05:03","0.90707811","1.06987343","103.88235558","0.61176485","0.66013006","157.36649800","1.37409000","0.89111000","0.84420396","168.36223561","1.47010239","199.43312689","1.62070098","0.58824850","0.95337492","176.59604089","1.74883116","1.91979789","0.64850920","4.08501000","4.37044368","18.46882000","19.75929987","1.12931822","1.07905850","114.52415635"
55,"2024-06-17 07:06:03","0.90713479","1.06983910","103.87601249","0.61179479","0.66014008","157.35450000","1.37415500","0.89110500","0.84424213","168.34399606","1.47012474","199.40250656","1.62062436","0.58825413","0.95333897","176.58356759","1.74868945","1.91962034","0.64847488","4.08586500","4.37121812","18.48647500","19.77755371","1.12922459","1.07902207","114.51000797"
56,"2024-06-17 07:07:03","0.90716868","1.06963312","103.90832731","0.61178731","0.66019020","157.39150200","1.37410200","0.89109000","0.84407958","168.35116269","1.46978500","199.44939617","1.62018933","0.58828889","0.95313937","176.62806451","1.74837416","1.91947461","0.64848898","4.08666300","4.37123008","18.48649700","19.77376939","1.12920558","1.07911719","114.54135283"
57,"2024-06-17 07:08:03","0.90724783","1.07001653","103.92346232","0.61184720","0.66028000","157.39301900","1.37403500","0.89080100","0.84427514","168.41313231","1.47024017","199.47659658","1.62054967","0.58817808","0.95317180","176.68707040","1.74882967","1.91945680","0.64831027","4.08538400","4.37142842","18.47639800","19.77005131","1.12898242","1.07915833","114.54804208"
58,"2024-06-17 07:09:04","0.90716790","1.07001653","103.92923937","0.61177608","0.66020981","157.41850100","1.37406000","0.89093500","0.84427514","168.44039847","1.47026692","199.50889193","1.62072194","0.58820403","0.95331518","176.68909741","1.74903297","1.91966085","0.64839599","4.08559900","4.37165847","18.46944900","19.76261576","1.12915225","1.07916906","114.56450301"
59,"2024-06-17 07:10:05","0.90709188","1.06986771","103.90835803","0.61180602","0.66014008","157.40349800","1.37409000","0.89086000","0.84428610","168.40092009","1.47009452","199.45954255","1.62066770","0.58809239","0.95310235","176.68713154","1.74870412","1.91957169","0.64832726","4.08591000","4.37138318","18.47719800","19.76815753","1.12888551","1.07900226","114.55108326"
60,"2024-06-17 07:11:04","0.90723360","1.06988488","103.92061970","0.61190710","0.66032491","157.37801000","1.37392000","0.89069700","0.84423546","168.37635340","1.46993623","199.44240834","1.62024008","0.58814941","0.95294325","176.69084997","1.74844332","1.91918032","0.64828884","4.08612800","4.37168657","18.47569900","19.76687101","1.12876478","1.07912607","114.54670578"
61,"2024-06-17 07:12:04","0.90755975","1.06991922","103.95276634","0.61194455","0.66049980","157.38500800","1.37405000","0.89086500","0.84424116","168.38924517","1.47012251","199.45633214","1.61986305","0.58841615","0.95315359","176.66538477","1.74839245","1.91872077","0.64834977","4.08625000","4.37195742","18.47602200","19.76785107","1.12900630","1.07934584","114.54096139"
62,"2024-06-17 07:13:04","0.90717134","1.06958735","103.93663369","0.61190710","0.66026518","157.41650100","1.37395000","0.89089700","0.84409695","168.37069865","1.46955954","199.46843686","1.61993604","0.58822826","0.95289216","176.69438891","1.74795709","1.91913505","0.64842025","4.08758000","4.37202387","18.47819900","19.76404796","1.12888948","1.07902846","114.57221951"
63,"2024-06-17 07:14:04","0.90715638","1.06958735","103.93350297","0.61193706","0.66024948","157.41550100","1.37396000","0.89079900","0.84416112","168.36962907","1.46957024","199.45200573","1.61997454","0.58814958","0.95278734","176.71270511","1.74787152","1.91903477","0.64834420","4.08738000","4.37180996","18.46945000","19.75469014","1.12867949","1.07894999","114.57065781"
64,"2024-06-17 07:15:04","0.90723304","1.06973037","103.94436293","0.61198574","0.66031008","157.41750100","1.37395000","0.89089000","0.84417773","168.39428229","1.46975605","199.47728695","1.62004247","0.58826365","0.95301209","176.69689973","1.74796618","1.91907749","0.64841515","4.08638000","4.37132481","18.46549500","19.75310088","1.12892353","1.07896318","114.57294734"
65,"2024-06-17 07:16:03","0.90763158","1.07003371","103.99431752","0.61209437","0.66060016","157.42399800","1.37395000","0.89069900","0.84419239","168.44898400","1.47017281","199.53861891","1.61979027","0.58839590","0.95307795","176.74208459","1.74815152","1.91874541","0.64827614","4.08565000","4.37178321","18.45624500","19.74880424","1.12898193","1.07924559","114.57767604"
66,"2024-06-17 07:17:04","0.90733378","1.07001653","103.97829720","0.61204567","0.66046272","157.43250000","1.37378500","0.89070300","0.84420024","168.45537764","1.46997266","199.54433685","1.62010133","0.58827613","0.95306693","176.75083614","1.74826256","1.91909603","0.64835691","4.08464200","4.37063447","18.46185000","19.75448471","1.12895838","1.07910692","114.59762627"
67,"2024-06-17 07:18:04","0.90730283","1.07008523","103.99766325","0.61200447","0.66047144","157.45974200","1.37372000","0.89077000","0.84422234","168.49534459","1.46999749","199.58645507","1.62018395","0.58832815","0.95319982","176.76812421","1.74849252","1.91914365","0.64843636","4.08423800","4.37048277","18.45895000","19.75264980","1.12908623","1.07919383","114.62287948"
68,"2024-06-17 07:19:04","0.90735347","1.07021121","103.99674500","0.61206440","0.66051071","157.44899200","1.37371500","0.89061000","0.84432173","168.50367564","1.47016519","199.57282902","1.62027836","0.58825744","0.95314080","176.78781060","1.74852712","1.91902957","0.64832225","4.08407500","4.37082283","18.45260100","19.74818037","1.12888342","1.07915230","114.61547119"
69,"2024-06-17 07:20:03","0.90725857","1.07007951","103.97996117","0.61194455","0.66041038","157.44749700","1.37378000","0.89070100","0.84427133","168.48133995","1.47005382","199.55828665","1.62032509","0.58822818","0.95312089","176.76807032","1.74865438","1.91919947","0.64835782","4.08365800","4.36983874","18.45069900","19.74371489","1.12892722","1.07919971","114.60895995"
70,"2024-06-17 07:21:04","0.90725857","1.06987343","103.99678050","0.61196701","0.66041038","157.47296500","1.37378000","0.89070200","0.84423820","168.47614182","1.46977073","199.55996127","1.62001305","0.58822885","0.95293841","176.79646504","1.74825343","1.91890518","0.64835854","4.08377600","4.36912345","18.45215100","19.74146615","1.12875538","1.07916009","114.62749858"
71,"2024-06-17 07:22:04","0.90738805","1.06991350","104.01466354","0.61196701","0.66049020","157.48100900","1.37381000","0.89080300","0.84424734","168.49105713","1.46985786","199.57546637","1.61987792","0.58836665","0.95308215","176.78544976","1.74831890","1.91872434","0.64841790","4.08330900","4.36878741","18.45208000","19.74212945","1.12891342","1.07929053","114.63085070"
